dataset_name;roc_40;ap_40;p@40;lof_roc_40;lof_ap_40;lof_p@40;knn_roc_40;knn_ap_40;knn_p@40;roc_45;ap_45;p@45;lof_roc_45;lof_ap_45;lof_p@45;knn_roc_45;knn_ap_45;knn_p@45;roc_50;ap_50;p@50;lof_roc_50;lof_ap_50;lof_p@50;knn_roc_50;knn_ap_50;knn_p@50;roc_55;ap_55;p@55;lof_roc_55;lof_ap_55;lof_p@55;knn_roc_55;knn_ap_55;knn_p@55;roc_60;ap_60;p@60;lof_roc_60;lof_ap_60;lof_p@60;knn_roc_60;knn_ap_60;knn_p@60;roc_65;ap_65;p@65;lof_roc_65;lof_ap_65;lof_p@65;knn_roc_65;knn_ap_65;knn_p@65;roc_70;ap_70;p@70;lof_roc_70;lof_ap_70;lof_p@70;knn_roc_70;knn_ap_70;knn_p@70;roc_75;ap_75;p@75;lof_roc_75;lof_ap_75;lof_p@75;knn_roc_75;knn_ap_75;knn_p@75;roc_80;ap_80;p@80;lof_roc_80;lof_ap_80;lof_p@80;knn_roc_80;knn_ap_80;knn_p@80;roc_85;ap_85;p@85;lof_roc_85;lof_ap_85;lof_p@85;knn_roc_85;knn_ap_85;knn_p@85;roc_90;ap_90;p@90;lof_roc_90;lof_ap_90;lof_p@90;knn_roc_90;knn_ap_90;knn_p@90;roc_95;ap_95;p@95;lof_roc_95;lof_ap_95;lof_p@95;knn_roc_95;knn_ap_95;knn_p@95;roc_100;ap_100;p@100;lof_roc_100;lof_ap_100;lof_p@100;knn_roc_100;knn_ap_100;knn_p@100
Wilt_withoutdupl_norm_02_v10_outliers;0.8524251295178024;0.11730023361767046;0.20430107526881722;0.6838728533514352;0.032425128613847345;0.0;0.5430260732653571;0.02016203010266532;0.0;0.8453517368820505;0.10877554510794718;0.17204301075268819;0.6647716291194674;0.030365658582447115;0.0;0.5360622816817752;0.019847125490018384;0.0;0.83864603809874;0.10026205256950567;0.16129032258064516;0.6487439483720119;0.028630075984173747;0.0;0.5294437923378258;0.01953928020742869;0.0;0.8327676504834232;0.09523371022648074;0.16129032258064516;0.6361433628902622;0.027345576749833587;0.0;0.5240615557221178;0.019301815559909057;0.0;0.8242989068178925;0.08951705232288232;0.16129032258064516;0.6210914850589018;0.02602626517112993;0.0;0.5198590035496599;0.019128142800436683;0.0;0.8203626969872675;0.08521177745463106;0.16129032258064516;0.6088868775720891;0.024913178769625156;0.0;0.5143954500242772;0.018892494109517294;0.0;0.8141873258757478;0.08192331719325135;0.16129032258064516;0.5966422008834081;0.02397415069124759;0.0;0.5101257230133925;0.018726444288666648;0.0;0.8122899313166739;0.08018338347114866;0.16129032258064516;0.5868676726393348;0.023216942872651795;0.0;0.5063780741327375;0.018577357974896746;0.0;0.8041841674798358;0.07634575345615682;0.15053763440860216;0.5797659958610871;0.02269987069790929;0.0;0.5016852634903575;0.018410392472521984;0.0;0.8004365185991806;0.07347438483700344;0.12903225806451613;0.5715800936205118;0.022150965177713672;0.0;0.4969653472114192;0.0182209296598526;0.0;0.7922152611804858;0.07019700651997139;0.12903225806451613;0.5625338820456978;0.021615705581800697;0.0;0.4932966582285642;0.01807676428421809;0.0;0.7868247750232166;0.06722418701389203;0.11827956989247312;0.5564999316466557;0.021234349295037137;0.0;0.4895655084310315;0.017939851125890922;0.0;0.7840317159517849;0.06573375032851404;0.11827956989247312;0.5490682732059604;0.020802689950401018;0.0;0.48732516864419967;0.01784763056699402;0.0
Stamps_withoutdupl_norm_05_v10_outliers;0.7949029126213591;0.11630060454290381;0.0625;0.8594255663430421;0.1527388248213304;0.0625;0.9093851132686084;0.21293235706697816;0.125;0.804004854368932;0.11992671467995018;0.0625;0.8646844660194175;0.15828748639002757;0.0625;0.9093851132686084;0.21309302156587798;0.125;0.8084546925566343;0.12143077498300947;0.0625;0.8701456310679612;0.16323399801087063;0.0625;0.908373786407767;0.21123881897833288;0.125;0.8187702265372169;0.126709673646159;0.0625;0.8733818770226537;0.1672760929509032;0.0625;0.908373786407767;0.21124299363437662;0.125;0.8288834951456311;0.13193958199058575;0.0625;0.8782362459546925;0.17188110567257187;0.0625;0.9077669902912621;0.20990596260984562;0.125;0.8363673139158576;0.1368296919701865;0.0625;0.8830906148867315;0.17747781490891287;0.0625;0.9079692556634305;0.21024003706295447;0.125;0.8406148867313916;0.13954256874996698;0.0625;0.8853155339805825;0.17928492355175665;0.0625;0.9077669902912622;0.20983315071363373;0.125;0.8448624595469256;0.14280983571109587;0.0625;0.8869336569579287;0.18121223737343822;0.0625;0.9071601941747574;0.20874804927755009;0.125;0.850728155339806;0.14825132649175565;0.0625;0.8897653721682848;0.1841328308225328;0.0625;0.9053398058252428;0.20516193427393076;0.0625;0.8515372168284789;0.14895328813459693;0.0625;0.8921925566343042;0.18689997210810616;0.0625;0.9053398058252426;0.20521692421862658;0.0625;0.8535598705501618;0.15039175301930047;0.0625;0.8944174757281553;0.18952769123735352;0.0625;0.905542071197411;0.20529818745173298;0.0625;0.8557847896440128;0.15206452137882628;0.0625;0.8952265372168284;0.1907738038955037;0.0625;0.905542071197411;0.20541559963910977;0.125;0.8572006472491909;0.15314621270853432;0.0625;0.8970469255663429;0.19317734664632102;0.0625;0.9049352750809061;0.2042121418948144;0.0625
SpamBase_withoutdupl_norm_20_v10_outliers;0.5802173880387758;0.23941586886170535;0.22943037974683544;0.5639020189072264;0.21072241594914237;0.185126582278481;0.6677399830756288;0.2891872139108581;0.31170886075949367;0.5821883512257651;0.24184490782886572;0.2389240506329114;0.5602624028601186;0.21238590591654052;0.17721518987341772;0.6659229916079153;0.28768880038270206;0.310126582278481;0.583186663795866;0.2427321660635061;0.24050632911392406;0.5680761546627143;0.22317184448881955;0.19462025316455697;0.6644342853709341;0.286605175792684;0.31170886075949367;0.585694024395129;0.24446125526473772;0.24208860759493672;0.5754818188190995;0.227793924572959;0.20094936708860758;0.6630835903701331;0.2855696392520585;0.30854430379746833;0.5870678777439513;0.24649383503351346;0.2468354430379747;0.5807249939913475;0.2307334619022618;0.2120253164556962;0.6621744687349783;0.2849106004520768;0.30854430379746833;0.5879585352908188;0.24729495301357618;0.25316455696202533;0.5872969576189713;0.233875821570869;0.22151898734177214;0.6612953903621215;0.28430179965966595;0.30854430379746833;0.5887039837365806;0.24843203563194075;0.2626582278481013;0.5933750851225765;0.23628361132579062;0.2231012658227848;0.6605887477968274;0.2836913581342102;0.3069620253164557;0.5891270930139402;0.24959115945081026;0.2626582278481013;0.5949185577231213;0.236849222411208;0.22943037974683544;0.6599108966912354;0.283080741934311;0.3069620253164557;0.5901316645970197;0.2507363846840831;0.2610759493670886;0.5984004466431662;0.23827541508660108;0.23417721518987342;0.6592737291700048;0.2825535123064632;0.3069620253164557;0.5911994522111841;0.25151372389682525;0.26424050632911394;0.600678727367409;0.23904017595387655;0.23417721518987342;0.6586393782046146;0.28210271286910554;0.310126582278481;0.5922853909629867;0.25251214779621367;0.2626582278481013;0.6033844986780964;0.24001232653345406;0.23734177215189872;0.6581984307402661;0.2817967002678104;0.30537974683544306;0.5925507731132831;0.2526017632558666;0.2626582278481013;0.6048979280163435;0.2405012373832696;0.23575949367088608;0.6577502854109918;0.28143118288157687;0.3037974683544304;0.593004551554238;0.2529270803595037;0.2610759493670886;0.6066936388399294;0.24127125098061153;0.23417721518987342;0.6572157657026119;0.28097597003910824;0.3037974683544304
Pima_withoutdupl_norm_20_v10_outlier;0.634752;0.29101372333416464;0.312;0.673152;0.2921260455214547;0.32;0.7277440000000001;0.350047680448108;0.384;0.640656;0.2947261560108436;0.304;0.6758719999999999;0.29499032436485173;0.312;0.7261120000000001;0.34849554972432617;0.368;0.6415839999999999;0.2956720273445498;0.312;0.683232;0.30107864754603425;0.32;0.726976;0.34792792749912405;0.368;0.6450239999999999;0.29646986471680353;0.32;0.687712;0.30380196189235065;0.328;0.726152;0.3483469934303144;0.368;0.64544;0.2979057852715863;0.32;0.6911520000000001;0.30582265970971007;0.336;0.7261119999999999;0.3485794180602689;0.368;0.6488319999999999;0.2985872905257131;0.328;0.69344;0.30604139202575303;0.336;0.7258319999999999;0.34796163976346367;0.376;0.651456;0.30148217447241676;0.328;0.696912;0.3093878411874864;0.336;0.724296;0.3468136562100351;0.376;0.6553279999999999;0.30395329852860564;0.336;0.7006239999999999;0.31276186326974875;0.344;0.72616;0.34755165835281865;0.376;0.6584;0.305555986028217;0.336;0.702064;0.3134244531948707;0.344;0.725824;0.3473160970436289;0.376;0.6617120000000001;0.30841735036835916;0.336;0.704736;0.31570837873608076;0.344;0.725216;0.3470114287546395;0.376;0.664656;0.30933105537708583;0.344;0.7070400000000001;0.31781475115684743;0.352;0.7246879999999999;0.3469946432485627;0.376;0.6666719999999999;0.31054959062460497;0.344;0.708496;0.31902401435422223;0.36;0.72384;0.34645427377871774;0.368;0.6691360000000001;0.3119743311217657;0.344;0.709696;0.3200221755188692;0.352;0.72376;0.3466374659892291;0.368
Parkinson_withoutdupl_norm_20_v10_outliers;0.75;0.6512957741576164;0.5833333333333334;0.7795138888888888;0.6993304064416652;0.6666666666666666;0.7760416666666666;0.7064554849898818;0.6666666666666666;0.7847222222222222;0.6691566742259858;0.5833333333333334;0.8055555555555555;0.7239518415695952;0.6666666666666666;0.7586805555555555;0.6883000682236267;0.6666666666666666;0.7899305555555555;0.6691081986324072;0.5833333333333334;0.7256944444444445;0.6592913259579927;0.6666666666666666;0.7256944444444444;0.6418310084976753;0.5833333333333334;0.8159722222222222;0.6930309877400213;0.5833333333333334;0.8697916666666667;0.7060934461070331;0.6666666666666666;0.6206597222222222;0.5132448455452938;0.4166666666666667
PageBlocks_withoutdupl_norm_05_v10_outliers;0.7396787963342207;0.16766102649008183;0.21875;0.899894244061028;0.37403960830005;0.3984375;0.9417358373438461;0.529126208901201;0.484375;0.7507807700184312;0.1732201136256048;0.2265625;0.9123681650624615;0.39643643911484894;0.40625;0.9413686514437846;0.5278648052959084;0.47265625;0.7616995507372517;0.18005734515336533;0.23046875;0.9237005298996518;0.4178252654811731;0.4140625;0.9406150803809133;0.526123914937148;0.47265625;0.7688552759574034;0.1844777925192312;0.234375;0.9309874500819167;0.43679920160196084;0.421875;0.9404078883370879;0.526172401956911;0.4765625;0.7775149434261724;0.18963448254227097;0.2578125;0.9366104341593283;0.45363041776506036;0.42578125;0.9398439099938564;0.5243810078092102;0.46875;0.7886753148679091;0.19410523913966418;0.25;0.9406398794286299;0.46559315936732143;0.4375;0.9389823430780257;0.5217152519657487;0.46875;0.798237347685849;0.2004421790140658;0.2578125;0.9439157536350604;0.4744583083837688;0.453125;0.9383359678988327;0.5200053675004752;0.47265625;0.8088449403542904;0.2067440195357465;0.2578125;0.9471668287937743;0.48586152332903404;0.46484375;0.937865585961499;0.5190865912539262;0.4765625;0.8202661017816916;0.2143706151635644;0.2734375;0.9494675404464469;0.49522454895785134;0.4765625;0.9374688011980339;0.5181046728290132;0.48046875;0.8293593526008601;0.22030809238221746;0.27734375;0.9513730672742167;0.5055303905215991;0.48828125;0.9371992115502764;0.5169433133156166;0.4765625;0.8368798638132297;0.22523827000135935;0.27734375;0.9531122004915011;0.5132130468745931;0.49609375;0.9367864274011879;0.5159500947018363;0.4765625;0.8446219665164858;0.2323090497184928;0.2890625;0.9546385418799919;0.5218806065030299;0.50390625;0.9363540440047103;0.5152673022927023;0.4765625;0.8515329011365963;0.23767721151037835;0.2890625;0.9559752905488429;0.528789861920808;0.50390625;0.9360240566762237;0.5142331773427409;0.4765625
Hepatitis_withoutdupl_norm_10_v10_outliers;0.7611940298507462;0.1953058612722478;0.14285714285714285;0.7782515991471216;0.24440956127043717;0.14285714285714285;0.7761194029850746;0.24803421368547418;0.14285714285714285;0.7611940298507462;0.1975291392474055;0.14285714285714285;0.7846481876332622;0.2518607442977191;0.14285714285714285;0.7526652452025586;0.23539856502041376;0.14285714285714285;0.7547974413646055;0.19529129481249866;0.14285714285714285;0.7931769722814499;0.2576672335600907;0.14285714285714285;0.7270788912579957;0.22688921722535169;0.14285714285714285;0.7505330490405118;0.20188187960744353;0.14285714285714285;0.791044776119403;0.25470704410796574;0.14285714285714285;0.699360341151386;0.21708289376356601;0.14285714285714285;0.744136460554371;0.19255779934351364;0.14285714285714285;0.7910447761194029;0.25152490728793686;0.14285714285714285;0.6567164179104478;0.20162269281135498;0.14285714285714285;0.7484008528784647;0.19833499833499835;0.14285714285714285;0.6759061833688699;0.20112534325769618;0.14285714285714285;0.6044776119402985;0.18498387130915042;0.14285714285714285;0.7803837953091685;0.2596895935407656;0.14285714285714285;0.7867803837953091;0.28827838827838825;0.14285714285714285;0.36460554371002135;0.14081387815369778;0.14285714285714285
HeartDisease_withoutdupl_norm_20_v10_outliers;0.6873873873873875;0.28669434838227387;0.21621621621621623;0.7358558558558559;0.3403480936377459;0.2702702702702703;0.8115315315315316;0.48644057662495377;0.4594594594594595;0.7;0.29327853583982655;0.21621621621621623;0.7524324324324325;0.3564107018082535;0.2702702702702703;0.8136936936936937;0.49859667407761743;0.4864864864864865;0.7037837837837838;0.2953599797708361;0.21621621621621623;0.765045045045045;0.3739521464650265;0.2972972972972973;0.8127927927927928;0.49874086534927525;0.4594594594594595;0.7106306306306307;0.2965071548757282;0.21621621621621623;0.7825225225225225;0.3981103928889457;0.35135135135135137;0.8131531531531532;0.49965763063575463;0.4864864864864865;0.714954954954955;0.30219848487885853;0.1891891891891892;0.794954954954955;0.42183268728432644;0.35135135135135137;0.8127027027027027;0.5035870958972756;0.4864864864864865;0.7225225225225226;0.30827057691500415;0.21621621621621623;0.8025225225225225;0.44073477975308034;0.4594594594594595;0.8135135135135135;0.5133617954305552;0.5135135135135135;0.725945945945946;0.31189423608800876;0.24324324324324326;0.8063063063063063;0.4512958866869259;0.4864864864864865;0.8127927927927928;0.5168384558237606;0.5135135135135135;0.7304504504504504;0.31513398961080236;0.24324324324324326;0.8147747747747748;0.46637709404101607;0.4864864864864865;0.8111711711711712;0.5198536758333729;0.5135135135135135;0.7342342342342343;0.3173229265006221;0.24324324324324326;0.8185585585585586;0.4837084795593142;0.4864864864864865;0.8082882882882882;0.5139169583551333;0.5135135135135135;0.7418018018018019;0.32914884819549084;0.24324324324324326;0.8154954954954955;0.48752654109599486;0.4864864864864865;0.8066666666666668;0.5148441743077843;0.5135135135135135;0.7463063063063063;0.3315608217876048;0.2972972972972973;0.8187387387387387;0.5056810767218425;0.4864864864864865;0.8091891891891893;0.5166227088351395;0.5135135135135135;0.7495495495495496;0.3367600992219472;0.2972972972972973;0.821081081081081;0.5165299833349438;0.5135135135135135;0.8054954954954955;0.5188451253353399;0.5135135135135135;0.7554954954954956;0.34365225951670253;0.2972972972972973;0.8192792792792793;0.5187626076522649;0.5135135135135135;0.8007207207207208;0.5173868758477421;0.5135135135135135
Cardiotocography_withoutdupl_norm_20_v10_outliers;0.49643360000942593;0.2182291398755275;0.21601941747572814;0.5273411725893109;0.2477820632097973;0.25970873786407767;0.5212872030822886;0.3135165663237661;0.3131067961165049;0.4980662055801678;0.21820240824407564;0.21601941747572814;0.530500341691017;0.24621118375925213;0.2524271844660194;0.5251282814120086;0.3155337453213587;0.3131067961165049;0.5001944104062588;0.21942147200237422;0.21601941747572814;0.5372664129512678;0.24838869251409432;0.25;0.5286615432651522;0.31799334128865586;0.3106796116504854;0.5028859635686681;0.22094243063218588;0.220873786407767;0.5427364148364596;0.2507786133173057;0.25485436893203883;0.5325622702422472;0.3212242005859748;0.3131067961165049;0.5056327469601282;0.22215716653289827;0.21601941747572814;0.5473389339240268;0.2528329986939894;0.2645631067961165;0.5356676819210104;0.3235779799088886;0.3106796116504854;0.5067557616174946;0.22197351950756794;0.21359223300970873;0.5545203365067395;0.25604715676873424;0.2669902912621359;0.5395580992553493;0.3261815560830419;0.3131067961165049;0.5089266778207182;0.22232790859327956;0.2111650485436893;0.5608430931284758;0.2603096007464035;0.27184466019417475;0.5423159286926195;0.3284708085299618;0.3155339805825243;0.512203671411066;0.2228286762078277;0.2111650485436893;0.5672586365350174;0.2642307849083245;0.28398058252427183;0.5455185455745122;0.33051723587147747;0.3155339805825243;0.5152560620699406;0.22362316711701036;0.21359223300970873;0.5731852083136959;0.2689508404323139;0.3058252427184466;0.5479332111886135;0.33208051991186727;0.3155339805825243;0.518982261523235;0.22508276669266486;0.2111650485436893;0.5791765835611273;0.27365948626548386;0.3179611650485437;0.5511785394476387;0.3342591151055498;0.3155339805825243;0.5240781706569894;0.22680376951643919;0.21601941747572814;0.5837260816288057;0.27752665244419755;0.32524271844660196;0.5532235307286266;0.33550143019230727;0.3155339805825243;0.5271371889433499;0.22784068693265777;0.21359223300970873;0.5882240314827034;0.2819146457107033;0.33980582524271846;0.5548531906871524;0.33657065675135694;0.3179611650485437;0.5316314567819775;0.2295797509205994;0.21359223300970873;0.5913861461966254;0.28531569747225893;0.3470873786407767;0.5565056791403524;0.33782463933828133;0.3179611650485437
Arrhythmia_withoutdupl_norm_20_v10_outliers;0.7330690674549852;0.42868551437401137;0.45901639344262296;0.7479844127922601;0.49366559771564494;0.45901639344262296;0.750873421123354;0.5204929792372995;0.45901639344262296;0.7333378124160171;0.4281281881057887;0.4426229508196721;0.7479172265520021;0.4969221645883826;0.45901639344262296;0.750268744961032;0.5210469974464498;0.47540983606557374;0.7338753023380811;0.4279846827118234;0.45901639344262296;0.7473797366299382;0.49704817020188574;0.45901639344262296;0.750100779360387;0.5202846775505456;0.47540983606557374;0.735151840902983;0.4293403534800883;0.4426229508196721;0.7474469228701962;0.49803081424714335;0.45901639344262296;0.750235151840903;0.5224283956811622;0.47540983606557374;0.7364283794678849;0.43043928425898237;0.4426229508196721;0.7471781779091642;0.4980886076112711;0.45901639344262296;0.749966406879871;0.5223342690077654;0.47540983606557374;0.7337409298575652;0.428280026148003;0.4426229508196721;0.7469094329481322;0.5015957255706556;0.45901639344262296;0.749260951357162;0.5239219659356175;0.47540983606557374;0.7348159097016931;0.428611557952642;0.4426229508196721;0.7469094329481323;0.501622026828223;0.45901639344262296;0.749395323837678;0.5241751587826877;0.47540983606557374;0.7351518409029831;0.42894633383497466;0.4426229508196721;0.7483203439935502;0.5039479946024121;0.45901639344262296;0.748723461435098;0.5231931061924792;0.47540983606557374;0.7354877721042732;0.4287592783784705;0.4426229508196721;0.7478500403117441;0.5040943079285399;0.47540983606557374;0.7481187852727761;0.523759185569385;0.47540983606557374;0.7371674281107229;0.4297683961978071;0.4426229508196721;0.7465063155065842;0.5036309312157946;0.47540983606557374;0.7493953238376779;0.5237666308075732;0.47540983606557374;0.7378392905133029;0.43043869892228004;0.4426229508196721;0.7462375705455522;0.5058503206591591;0.47540983606557374;0.7497312550389681;0.5241370487241925;0.47540983606557374;0.737570545552271;0.42994441067031897;0.4426229508196721;0.7458344531040044;0.5068890356732297;0.47540983606557374;0.750134372480516;0.5243887792817324;0.47540983606557374;0.7354877721042731;0.4293332690575431;0.4426229508196721;0.7457000806234882;0.5115977932550997;0.47540983606557374;0.7508734211233539;0.524900656856472;0.47540983606557374
