Skewness: 0.6517286133425344, Average LID: LPCA: 11.2355  |||  MLE: 5.702678712244997  |||  MLENB: 5.702678712244997  |||  TLE: 5.518082334850669
LPCA: 0.12767113199047722  |||  MLE: -0.23729868173301888  |||  MLENB: -0.23729868173301888  |||  TLE: -0.13183843138964296
node;in_degree;local_intrinsic_dimensionality_LPCA;local_intrinsic_dimensionality_MLE;local_intrinsic_dimensionality_MLENB;local_intrinsic_dimensionality_TLE
0;48;8;4.48197963333857;4.48197963333857;4.296538352574582
1;74;11;6.400407906317326;6.400407906317326;5.921682180004778
2;38;10;3.757896412566607;3.757896412566607;3.6738564255257935
3;112;10;4.782053758234626;4.782053758234626;4.943641290956089
4;101;10;5.603654512386952;5.603654512386952;5.599898539659659
5;39;11;11.221643933064492;11.221643933064492;9.18093526733703
6;24;8;3.7289203597300973;3.7289203597300973;3.338346256163319
7;33;9;5.901987254362533;5.901987254362533;5.050056004622596
8;14;8;3.5885626314725725;3.5885626314725725;2.9444603105283345
9;58;10;5.0002680022492285;5.0002680022492285;4.764608822076555
10;77;11;5.900914880839601;5.900914880839601;5.698258191135871
11;74;9;3.8638512017280995;3.8638512017280995;4.0908526931786895
12;24;7;7.843042071681155;7.843042071681155;6.44975534743739
13;100;10;4.0868657190233515;4.0868657190233515;4.2732601570735165
14;96;11;4.212977500749184;4.212977500749184;4.331716723103125
15;76;11;5.854099227084299;5.854099227084299;5.7740885986071415
16;47;9;5.207224027739607;5.207224027739607;5.151060177684219
17;25;8;3.40968721902957;3.40968721902957;3.055315989475521
18;61;9;4.776427584947086;4.776427584947086;4.650522967303816
19;115;11;4.883933265327139;4.883933265327139;5.076459325128161
20;74;10;5.363299943114862;5.363299943114862;5.295039707269765
21;28;8;5.092868545486395;5.092868545486395;4.6706018228106005
22;56;8;4.938703657935965;4.938703657935965;4.976622867288822
23;106;10;4.961511788112181;4.961511788112181;5.1526098589996
24;69;10;3.6806884001495606;3.6806884001495606;3.6938948994125136
25;133;9;4.047838819970954;4.047838819970954;4.300596372157428
26;31;9;4.16830406958636;4.16830406958636;3.9588912044720583
27;84;10;5.177158016421462;5.177158016421462;5.121511002906647
28;95;11;4.439255984201442;4.439255984201442;4.752736859402386
29;53;10;4.216253073473358;4.216253073473358;4.218504860758103
30;86;10;5.300662694022205;5.300662694022205;5.207765331891895
31;63;9;5.228766589569168;5.228766589569168;5.100628586693972
32;57;9;4.307730654373288;4.307730654373288;4.238508073921509
33;17;7;7.34101360215066;7.34101360215066;6.198405807713146
34;42;9;5.683827624139283;5.683827624139283;5.198695042721775
35;84;10;3.867491658241388;3.867491658241388;4.1143350104173315
36;83;10;5.657362859521261;5.657362859521261;5.510953409849443
37;80;10;4.822041168021009;4.822041168021009;4.9805257903238225
38;121;10;4.7948724304778025;4.7948724304778025;5.096931452762443
39;47;8;6.613380575815115;6.613380575815115;6.343117321857489
40;78;9;5.273302583225624;5.273302583225624;5.304456740357764
41;31;8;4.237556931051983;4.237556931051983;4.0403700232330495
42;34;9;6.887357849981124;6.887357849981124;5.580195624190365
43;92;11;5.366464989590613;5.366464989590613;5.272866054480234
44;63;8;4.815843211495062;4.815843211495062;4.622353833273907
45;27;9;6.288366915223866;6.288366915223866;5.211934544078389
46;47;9;5.686649556865102;5.686649556865102;5.180732968884028
47;48;9;5.806239491506306;5.806239491506306;5.193251765438464
48;96;11;4.90272575438022;4.90272575438022;4.850738118452727
