Skewness: 0.7570521131835048, Average LID: LPCA: 8.9905  |||  MLE: 6.459136810321256  |||  MLENB: 6.459136810321256  |||  TLE: 6.033441921107554
LPCA: 0.14986609105251833  |||  MLE: -0.229992356719426  |||  MLENB: -0.229992356719426  |||  TLE: -0.09589428250346081
node;in_degree;local_intrinsic_dimensionality_LPCA;local_intrinsic_dimensionality_MLE;local_intrinsic_dimensionality_MLENB;local_intrinsic_dimensionality_TLE
0;17;10;7.6594994394496085;7.6594994394496085;7.257629526284658
1;20;9;11.283653111258666;11.283653111258666;10.534359812251152
2;17;10;4.942010587673889;4.942010587673889;5.202985736805906
3;42;11;6.3306191290958775;6.3306191290958775;6.855064928879326
4;25;10;9.066213791181344;9.066213791181344;9.30888509412465
5;3;10;16.14015817077967;16.14015817077967;9.981952666868033
6;11;7;6.24209948658835;6.24209948658835;6.081540574829376
7;8;8;7.006589938348007;7.006589938348007;6.195000215701616
8;9;9;3.9996604673137317;3.9996604673137317;3.991866337241534
9;19;8;5.46319046586229;5.46319046586229;5.522826347392645
10;20;10;8.450418148919908;8.450418148919908;8.10042126157751
11;20;11;4.460075520584638;4.460075520584638;4.862520915936959
12;5;8;9.919482118799447;9.919482118799447;7.890305666996057
13;31;11;7.693506340212911;7.693506340212911;7.689767622487712
14;33;9;8.125441533056199;8.125441533056199;8.030510410457108
15;20;10;6.287117004228242;6.287117004228242;6.270971550965916
16;22;8;5.711655225539469;5.711655225539469;5.777227120278958
17;9;7;5.1046857392980645;5.1046857392980645;5.031231753627607
18;11;9;6.084427960594486;6.084427960594486;5.998333979417561
19;46;10;7.490461833152781;7.490461833152781;7.728464200667048
20;16;9;6.000339157830354;6.000339157830354;5.9498311422093195
21;13;8;5.277342255034218;5.277342255034218;5.342178611542926
22;16;9;4.358446962207102;4.358446962207102;4.806272952405299
23;37;9;6.609394148486937;6.609394148486937;7.0107927424086975
24;19;9;6.413014445412954;6.413014445412954;6.258707563231556
25;52;9;7.249503904482376;7.249503904482376;7.689077876733966
26;14;9;4.31746939839586;4.31746939839586;4.492526340938429
27;27;9;7.728935381112759;7.728935381112759;8.019794750311704
28;33;10;5.030610312985628;5.030610312985628;6.136738424960435
29;24;9;4.664336545373584;4.664336545373584;4.816085487609824
30;23;10;6.37565662810208;6.37565662810208;6.515273576271894
31;16;10;6.0953037861866886;6.0953037861866886;6.1042958149118975
32;25;8;7.508495772721655;7.508495772721655;7.516800290806764
33;3;6;7.970587795367266;7.970587795367266;5.7433996017784255
34;15;8;6.990521134281828;6.990521134281828;6.6570131473299465
35;32;10;4.414264737337097;4.414264737337097;4.796508582429858
36;21;10;5.820667843108728;5.820667843108728;5.573168922550906
37;27;10;5.8582922829934505;5.8582922829934505;6.892384352825272
38;37;9;7.211540732043032;7.211540732043032;7.535662266606706
39;17;7;8.424853517756384;8.424853517756384;8.422304967190415
40;20;9;5.199486412972462;5.199486412972462;5.440850302671815
41;16;7;3.934229217692025;3.934229217692025;3.994298613507492
42;3;10;9.242941192468866;9.242941192468866;7.584420626073583
43;25;10;9.406232870132827;9.406232870132827;9.017626282025537
44;23;9;8.081858714992594;8.081858714992594;7.648797207702155
45;8;8;9.737022854558692;9.737022854558692;8.06596316702299
